dateTime,network,nameFuture,cost,speed,drivingTask,skills,weatherProtection,luggage,shared,availability,reservation,active,accessible,neutralToFuture,futureToNeutral,scalingSampleSize,seed,modalSplitCar,modalSplitCarpool,modalSplitTransit,modalSplitBicycle,modalSplitWalk,modalSplitFuture,modalSplitMixed,modalSplitMixedCar,modalSplitMixedCarpool,modalSplitMixedTransit,modalSplitMixedBicycle,modalSplitMixedWalk,modalSplitMixedFuture,averageDuration,staDevDuration,medianDuration,averageSpeed,staDevSpeed,medianSpeed,totalDistanceTravelled,totalObservedUtility,nrOfTrips,modalSplitCarKm,modalSplitCarpoolKm,modalSplitTransitKm,modalSplitBicycleKm,modalSplitWalkKm,modalSplitFutureKm,modalSplitMixedKm,modalSplitMixedCarKm,modalSplitMixedCarpoolKm,modalSplitMixedTransitKm,modalSplitMixedBicycleKm,modalSplitMixedWalkKm,modalSplitMixedFutureKm,averageDistance,ttPerCluster1,ttPerCluster2,ttPerCluster3,ttPerCluster4,ttPerCluster5,ttPerCluster6
08022023_12:43:24_284,DemoFutureMultimodalMultiple4Link1,Electric Step,0.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03333333333333333,0.03333333333333333,1,0.0,22.690763052208833,23.09236947791165,3.614457831325301,16.06425702811245,6.927710843373494,11.947791164658634,14.65863453815261,39.04109589041096,52.73972602739726,12.32876712328767,30.82191780821918,29.45205479452055,41.0958904109589,11.667469879518071,6.915986516911728,10.200000000000001,12.3572011856946,5.826685077993306,11.839595076424398,2222.883999999999,-10527.872669683453,996,0.002318721984592992,0.0024492641091483002,0.0002746971951752769,0.0016028411738984137,0.0005583017377425012,0.001049092080378465,0.0017402977393332255,0.0003378988737154077,0.00043707633866634497,0.00010362663998661196,0.00027931282064201304,0.00024328305030761843,0.0003379168683566037,2.2318112449799186,0.14722891566265062,0.22951807228915694,0.2038554216867473,0.20566265060240974,0.16168674698795185,0.21879518072289184
