7.000000000000000000e+00,3.005999999999999783e+00
2.000000000000000000e+00,3.003999999999999559e+00
4.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,2.005999999999999783e+00
7.000000000000000000e+00,3.005999999999999783e+00
6.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
6.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,3.003999999999999559e+00
7.000000000000000000e+00,3.005999999999999783e+00
5.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,2.005999999999999783e+00
7.000000000000000000e+00,3.005999999999999783e+00
2.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,3.003999999999999559e+00
3.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,3.003999999999999559e+00
7.000000000000000000e+00,2.005999999999999783e+00
1.000000000000000000e+00,2.003999999999999559e+00
6.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
6.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
7.000000000000000000e+00,3.007999999999999563e+00
1.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
4.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
5.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,3.005999999999999783e+00
2.000000000000000000e+00,3.003999999999999559e+00
6.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
6.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,3.005999999999999783e+00
2.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
6.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,3.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,3.005999999999999783e+00
2.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,2.005999999999999783e+00
4.000000000000000000e+00,3.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,4.006000000000000227e+00
3.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,3.003999999999999559e+00
4.000000000000000000e+00,3.003999999999999559e+00
7.000000000000000000e+00,2.005999999999999783e+00
1.000000000000000000e+00,3.003999999999999559e+00
3.000000000000000000e+00,3.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
5.000000000000000000e+00,3.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
6.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,3.003999999999999559e+00
7.000000000000000000e+00,2.005999999999999783e+00
4.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
6.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
6.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,3.005999999999999783e+00
2.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,3.005999999999999783e+00
6.000000000000000000e+00,2.003999999999999559e+00
5.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
6.000000000000000000e+00,2.003999999999999559e+00
3.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,4.008000000000000895e+00
5.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,3.005999999999999783e+00
4.000000000000000000e+00,3.003999999999999559e+00
7.000000000000000000e+00,2.005999999999999783e+00
4.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
3.000000000000000000e+00,3.003999999999999559e+00
5.000000000000000000e+00,3.003999999999999559e+00
5.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,3.005999999999999783e+00
4.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
5.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,4.009000000000000341e+00
4.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
6.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
3.000000000000000000e+00,2.003999999999999559e+00
5.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,3.003999999999999559e+00
4.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,3.005999999999999783e+00
7.000000000000000000e+00,2.005999999999999783e+00
2.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,2.005999999999999783e+00
7.000000000000000000e+00,3.005999999999999783e+00
2.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
5.000000000000000000e+00,2.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,4.006000000000000227e+00
6.000000000000000000e+00,2.003999999999999559e+00
6.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,3.005999999999999783e+00
6.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,3.005999999999999783e+00
2.000000000000000000e+00,3.003999999999999559e+00
4.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,4.006000000000000227e+00
1.000000000000000000e+00,3.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
6.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,3.003999999999999559e+00
7.000000000000000000e+00,3.005999999999999783e+00
1.000000000000000000e+00,3.003999999999999559e+00
6.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,2.005999999999999783e+00
4.000000000000000000e+00,2.003999999999999559e+00
7.000000000000000000e+00,3.005999999999999783e+00
1.000000000000000000e+00,3.003999999999999559e+00
5.000000000000000000e+00,3.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,3.003999999999999559e+00
7.000000000000000000e+00,4.006000000000000227e+00
1.000000000000000000e+00,3.003999999999999559e+00
5.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,2.003999999999999559e+00
2.000000000000000000e+00,2.003999999999999559e+00
1.000000000000000000e+00,3.003999999999999559e+00
