O,D,cluster,nrOfTrips
2622,3000,6,0
2623,1001,1,3
2623,1001,2,5
2623,1001,3,0
2623,1001,4,2
2623,1001,5,0
2623,1001,6,0
2623,1002,1,0
2623,1002,2,0
2623,1002,3,0
2623,1002,4,0
2623,1002,5,0
2623,1002,6,0
2623,1003,1,1
2623,1003,2,2
2623,1003,3,0
2623,1003,4,1
2623,1003,5,0
2623,1003,6,0
2623,1004,1,1
2623,1004,2,2
2623,1004,3,0
2623,1004,4,1
2623,1004,5,0
2623,1004,6,0
2623,1005,1,241
2623,1005,2,346
2623,1005,3,0
2623,1005,4,158
2623,1005,5,0
2623,1005,6,0
2623,1006,1,0
2623,1006,2,0
2623,1006,3,0
2623,1006,4,0
2623,1006,5,0
2623,1006,6,0
2623,1007,1,0
2623,1007,2,0
2623,1007,3,0
2623,1007,4,0
2623,1007,5,0
2623,1007,6,0
2623,2611,1,44
2623,2611,2,64
2623,2611,3,0
2623,2611,4,29
2623,2611,5,0
2623,2611,6,0
2623,2612,1,8
2623,2612,2,11
2623,2612,3,0
2623,2612,4,5
2623,2612,5,0
2623,2612,6,0
2623,2613,1,83
2623,2613,2,120
2623,2613,3,0
2623,2613,4,55
2623,2613,5,0
2623,2613,6,0
2623,2614,1,13
2623,2614,2,18
2623,2614,3,0
2623,2614,4,8
2623,2614,5,0
2623,2614,6,0
2623,2616,1,0
2623,2616,2,0
2623,2616,3,0
2623,2616,4,0
2623,2616,5,0
2623,2616,6,0
2623,2622,1,1069
2623,2622,2,1536
2623,2622,3,0
2623,2622,4,702
2623,2622,5,0
2623,2622,6,0
2623,2623,1,0
2623,2623,2,0
2623,2623,3,0
2623,2623,4,0
2623,2623,5,0
2623,2623,6,0
2623,2624,1,440
2623,2624,2,633
2623,2624,3,0
2623,2624,4,289
2623,2624,5,0
2623,2624,6,0
2623,2625,1,192
2623,2625,2,277
2623,2625,3,0
2623,2625,4,126
2623,2625,5,0
2623,2625,6,0
2623,2626,1,346
2623,2626,2,497
2623,2626,3,0
2623,2626,4,227
2623,2626,5,0
2623,2626,6,0
2623,2627,1,501
2623,2627,2,720
2623,2627,3,0
2623,2627,4,329
2623,2627,5,0
2623,2627,6,0
2623,2628,1,135
2623,2628,2,194
2623,2628,3,0
2623,2628,4,89
2623,2628,5,0
2623,2628,6,0
2623,2629,1,144
2623,2629,2,208
2623,2629,3,0
2623,2629,4,95
2623,2629,5,0
2623,2629,6,0
2623,3000,1,13
2623,3000,2,18
2623,3000,3,0
2623,3000,4,8
2623,3000,5,0
2623,3000,6,0
2624,1001,1,6
2624,1001,2,139
2624,1001,3,0
2624,1001,4,133
2624,1001,5,0
2624,1001,6,0
2624,1002,1,0
2624,1002,2,12
2624,1002,3,0
2624,1002,4,11
2624,1002,5,0
2624,1002,6,0
2624,1003,1,2
2624,1003,2,53
2624,1003,3,0
2624,1003,4,50
2624,1003,5,0
2624,1003,6,0
2624,1004,1,4
2624,1004,2,103
2624,1004,3,0
2624,1004,4,98
2624,1004,5,0
2624,1004,6,0
2624,1005,1,17
2624,1005,2,369
2624,1005,3,0
2624,1005,4,353
2624,1005,5,0
2624,1005,6,0
2624,1006,1,0
2624,1006,2,0
2624,1006,3,0
2624,1006,4,0
2624,1006,5,0
2624,1006,6,0
2624,1007,1,0
2624,1007,2,18
2624,1007,3,0
2624,1007,4,17
2624,1007,5,0
2624,1007,6,0
2624,2611,1,76
2624,2611,2,1585
2624,2611,3,0
2624,2611,4,1517
2624,2611,5,0
2624,2611,6,0
2624,2612,1,6
2624,2612,2,133
2624,2612,3,0
2624,2612,4,127
2624,2612,5,0
2624,2612,6,0
2624,2613,1,144
2624,2613,2,2984
2624,2613,3,0
2624,2613,4,2856
2624,2613,5,0
2624,2613,6,0
2624,2614,1,22
2624,2614,2,460
2624,2614,3,0
2624,2614,4,440
2624,2614,5,0
2624,2614,6,0
2624,2616,1,0
2624,2616,2,0
2624,2616,3,0
2624,2616,4,0
2624,2616,5,0
2624,2616,6,0
2624,2622,1,39
2624,2622,2,810
2624,2622,3,0
2624,2622,4,775
2624,2622,5,0
2624,2622,6,0
2624,2623,1,78
2624,2623,2,1628
2624,2623,3,0
2624,2623,4,1558
2624,2623,5,0
2624,2623,6,0
2624,2624,1,0
2624,2624,2,0
2624,2624,3,0
2624,2624,4,0
2624,2624,5,0
2624,2624,6,0
2624,2625,1,333
2624,2625,2,6876
2624,2625,3,0
2624,2625,4,6582
2624,2625,5,0
2624,2625,6,0
2624,2626,1,8
2624,2626,2,184
2624,2626,3,0
2624,2626,4,176
2624,2626,5,0
2624,2626,6,0
2624,2627,1,143
2624,2627,2,2956
2624,2627,3,0
2624,2627,4,2830
2624,2627,5,0
2624,2627,6,0
2624,2628,1,38
2624,2628,2,798
2624,2628,3,0
2624,2628,4,764
2624,2628,5,0
2624,2628,6,0
2624,2629,1,10
2624,2629,2,221
2624,2629,3,0
2624,2629,4,211
2624,2629,5,0
2624,2629,6,0
2624,3000,1,22
2624,3000,2,468
2624,3000,3,0
2624,3000,4,447
2624,3000,5,0
2624,3000,6,0
2625,1001,1,15
2625,1001,2,68
2625,1001,3,0
2625,1001,4,69
2625,1001,5,0
2625,1001,6,0
2625,1002,1,3
2625,1002,2,16
2625,1002,3,0
2625,1002,4,16
2625,1002,5,0
2625,1002,6,0
2625,1003,1,31
2625,1003,2,141
2625,1003,3,0
2625,1003,4,143
2625,1003,5,0
2625,1003,6,0
2625,1004,1,118
2625,1004,2,531
2625,1004,3,0
2625,1004,4,539
2625,1004,5,0
2625,1004,6,0
2625,1005,1,28
2625,1005,2,127
2625,1005,3,0
2625,1005,4,129
2625,1005,5,0
2625,1005,6,0
2625,1006,1,0
2625,1006,2,0
2625,1006,3,0
2625,1006,4,0
2625,1006,5,0
2625,1006,6,0
2625,1007,1,1
2625,1007,2,6
2625,1007,3,0
2625,1007,4,6
2625,1007,5,0
2625,1007,6,0
2625,2611,1,149
2625,2611,2,668
2625,2611,3,0
2625,2611,4,677
2625,2611,5,0
2625,2611,6,0
2625,2612,1,12
2625,2612,2,55
2625,2612,3,0
2625,2612,4,56
2625,2612,5,0
2625,2612,6,0
2625,2613,1,280
2625,2613,2,1255
2625,2613,3,0
2625,2613,4,1272
2625,2613,5,0
2625,2613,6,0
2625,2614,1,451
2625,2614,2,2023
2625,2614,3,0
2625,2614,4,2050
2625,2614,5,0
2625,2614,6,0
2625,2616,1,0
2625,2616,2,0
2625,2616,3,0
2625,2616,4,0
2625,2616,5,0
2625,2616,6,0
2625,2622,1,927
2625,2622,2,4153
2625,2622,3,0
2625,2622,4,4209
2625,2622,5,0
2625,2622,6,0
2625,2623,1,125
2625,2623,2,560
2625,2623,3,0
2625,2623,4,567
2625,2623,5,0
2625,2623,6,0
2625,2624,1,1207
2625,2624,2,5408
2625,2624,3,0
2625,2624,4,5481
2625,2624,5,0
2625,2624,6,0
2625,2625,1,0
2625,2625,2,0
2625,2625,3,0
2625,2625,4,0
2625,2625,5,0
2625,2625,6,0
2625,2626,1,67
2625,2626,2,300
2625,2626,3,0
2625,2626,4,304
2625,2626,5,0
2625,2626,6,0
2625,2627,1,227
2625,2627,2,1018
2625,2627,3,0
2625,2627,4,1032
2625,2627,5,0
2625,2627,6,0
2625,2628,1,61
2625,2628,2,274
2625,2628,3,0
2625,2628,4,278
2625,2628,5,0
2625,2628,6,0
2625,2629,1,16
2625,2629,2,75
2625,2629,3,0
2625,2629,4,77
2625,2629,5,0
2625,2629,6,0
2625,3000,1,44
2625,3000,2,197
2625,3000,3,0
2625,3000,4,199
2625,3000,5,0
2625,3000,6,0
2626,1001,1,0
2626,1001,2,0
2626,1001,3,0
2626,1001,4,0
2626,1001,5,0
2626,1001,6,0
2626,1002,1,0
2626,1002,2,0
2626,1002,3,0
2626,1002,4,0
2626,1002,5,0
2626,1002,6,0
2626,1003,1,0
2626,1003,2,0
2626,1003,3,0
2626,1003,4,0
2626,1003,5,0
2626,1003,6,0
2626,1004,1,0
2626,1004,2,0
2626,1004,3,0
2626,1004,4,0
2626,1004,5,0
2626,1004,6,0
2626,1005,1,0
2626,1005,2,1
2626,1005,3,0
2626,1005,4,0
2626,1005,5,0
2626,1005,6,0
2626,1006,1,0
2626,1006,2,0
2626,1006,3,0
2626,1006,4,0
2626,1006,5,0
2626,1006,6,0
2626,1007,1,0
2626,1007,2,0
2626,1007,3,0
2626,1007,4,0
2626,1007,5,0
2626,1007,6,0
2626,2611,1,0
2626,2611,2,0
2626,2611,3,0
2626,2611,4,0
2626,2611,5,0
2626,2611,6,0
2626,2612,1,0
2626,2612,2,0
2626,2612,3,0
2626,2612,4,0
2626,2612,5,0
2626,2612,6,0
2626,2613,1,0
2626,2613,2,0
2626,2613,3,0
2626,2613,4,0
2626,2613,5,0
2626,2613,6,0
2626,2614,1,0
2626,2614,2,0
2626,2614,3,0
2626,2614,4,0
2626,2614,5,0
2626,2614,6,0
2626,2616,1,0
2626,2616,2,0
2626,2616,3,0
2626,2616,4,0
2626,2616,5,0
2626,2616,6,0
2626,2622,1,0
2626,2622,2,53
2626,2622,3,0
2626,2622,4,0
2626,2622,5,0
2626,2622,6,0
2626,2623,1,0
2626,2623,2,20
2626,2623,3,0
2626,2623,4,0
2626,2623,5,0
2626,2623,6,0
2626,2624,1,0
2626,2624,2,3
2626,2624,3,0
2626,2624,4,0
2626,2624,5,0
2626,2624,6,0
2626,2625,1,0
2626,2625,2,6
2626,2625,3,0
2626,2625,4,0
2626,2625,5,0
2626,2625,6,0
2626,2626,1,0
2626,2626,2,0
2626,2626,3,0
2626,2626,4,0
2626,2626,5,0
2626,2626,6,0
2626,2627,1,0
2626,2627,2,3
2626,2627,3,0
2626,2627,4,0
2626,2627,5,0
2626,2627,6,0
2626,2628,1,0
2626,2628,2,0
2626,2628,3,0
2626,2628,4,0
2626,2628,5,0
2626,2628,6,0
2626,2629,1,0
2626,2629,2,0
2626,2629,3,0
2626,2629,4,0
2626,2629,5,0
2626,2629,6,0
2626,3000,1,0
2626,3000,2,0
2626,3000,3,0
2626,3000,4,0
2626,3000,5,0
2626,3000,6,0
2627,1001,1,0
2627,1001,2,2
2627,1001,3,0
2627,1001,4,0
2627,1001,5,0
2627,1001,6,0
2627,1002,1,0
2627,1002,2,0
2627,1002,3,0
2627,1002,4,0
2627,1002,5,0
2627,1002,6,0
2627,1003,1,0
2627,1003,2,3
2627,1003,3,0
2627,1003,4,1
2627,1003,5,0
2627,1003,6,0
2627,1004,1,0
2627,1004,2,5
2627,1004,3,0
2627,1004,4,1
2627,1004,5,0
2627,1004,6,0
2627,1005,1,28
2627,1005,2,244
2627,1005,3,0
2627,1005,4,69
2627,1005,5,0
2627,1005,6,0
2627,1006,1,0
2627,1006,2,0
2627,1006,3,0
2627,1006,4,0
2627,1006,5,0
2627,1006,6,0
2627,1007,1,0
2627,1007,2,2
2627,1007,3,0
2627,1007,4,0
2627,1007,5,0
2627,1007,6,0
2627,2611,1,20
2627,2611,2,174
2627,2611,3,0
2627,2611,4,49
2627,2611,5,0
2627,2611,6,0
2627,2612,1,3
2627,2612,2,30
2627,2612,3,0
2627,2612,4,8
2627,2612,5,0
2627,2612,6,0
2627,2613,1,23
2627,2613,2,198
2627,2613,3,0
2627,2613,4,56
2627,2613,5,0
2627,2613,6,0
2627,2614,1,2
2627,2614,2,24
2627,2614,3,0
2627,2614,4,7
2627,2614,5,0
2627,2614,6,0
2627,2616,1,0
2627,2616,2,0
2627,2616,3,0
2627,2616,4,0
2627,2616,5,0
2627,2616,6,0
2627,2622,1,22
2627,2622,2,188
2627,2622,3,0
2627,2622,4,53
2627,2622,5,0
2627,2622,6,0
2627,2623,1,62
2627,2623,2,536
2627,2623,3,0
2627,2623,4,152
2627,2623,5,0
2627,2623,6,0
2627,2624,1,100
2627,2624,2,854
2627,2624,3,0
2627,2624,4,243
2627,2624,5,0
2627,2624,6,0
2627,2625,1,43
2627,2625,2,374
2627,2625,3,0
2627,2625,4,106
2627,2625,5,0
2627,2625,6,0
2627,2626,1,7
2627,2626,2,60
2627,2626,3,0
2627,2626,4,17
2627,2626,5,0
2627,2626,6,0
2627,2627,1,0
2627,2627,2,0
2627,2627,3,0
2627,2627,4,0
2627,2627,5,0
2627,2627,6,0
2627,2628,1,61
2627,2628,2,528
2627,2628,3,0
2627,2628,4,150
2627,2628,5,0
2627,2628,6,0
2627,2629,1,17
2627,2629,2,146
2627,2629,3,0
2627,2629,4,41
2627,2629,5,0
2627,2629,6,0
2627,3000,1,6
2627,3000,2,51
2627,3000,3,0
2627,3000,4,14
2627,3000,5,0
2627,3000,6,0
2628,1001,1,68
2628,1001,2,233
2628,1001,3,0
2628,1001,4,239
2628,1001,5,6
2628,1001,6,0
2628,1002,1,1
2628,1002,2,5
2628,1002,3,0
2628,1002,4,5
2628,1002,5,0
2628,1002,6,0
2628,1003,1,7
2628,1003,2,23
2628,1003,3,0
2628,1003,4,24
2628,1003,5,0
2628,1003,6,0
2628,1004,1,2
2628,1004,2,9
2628,1004,3,0
2628,1004,4,9
2628,1004,5,0
2628,1004,6,0
2628,1005,1,406
2628,1005,2,1378
2628,1005,3,0
2628,1005,4,1408
2628,1005,5,40
2628,1005,6,0
2628,1006,1,0
2628,1006,2,0
2628,1006,3,0
2628,1006,4,0
2628,1006,5,0
2628,1006,6,0
2628,1007,1,38
2628,1007,2,128
2628,1007,3,0
2628,1007,4,131
2628,1007,5,3
2628,1007,6,0
2628,2611,1,1008
2628,2611,2,3420
2628,2611,3,0
2628,2611,4,3495
2628,2611,5,99
2628,2611,6,0
2628,2612,1,461
2628,2612,2,1566
2628,2612,3,0
2628,2612,4,1600
2628,2612,5,45
2628,2612,6,0
2628,2613,1,468
2628,2613,2,1588
2628,2613,3,0
2628,2613,4,1623
2628,2613,5,46
2628,2613,6,0
2628,2614,1,72
2628,2614,2,244
2628,2614,3,0
2628,2614,4,249
2628,2614,5,7
2628,2614,6,0
2628,2616,1,0
2628,2616,2,0
2628,2616,3,0
2628,2616,4,0
2628,2616,5,0
2628,2616,6,0
2628,2622,1,94
2628,2622,2,319
2628,2622,3,0
2628,2622,4,326
2628,2622,5,9
2628,2622,6,0
2628,2623,1,268
2628,2623,2,910
2628,2623,3,0
2628,2623,4,930
2628,2623,5,26
2628,2623,6,0
2628,2624,1,428
2628,2624,2,1453
2628,2624,3,0
2628,2624,4,1484
2628,2624,5,42
2628,2624,6,0
2628,2625,1,187
2628,2625,2,635
2628,2625,3,0
2628,2625,4,649
2628,2625,5,18
2628,2625,6,0
2628,2626,1,30
2628,2626,2,103
2628,2626,3,0
2628,2626,4,105
2628,2626,5,3
2628,2626,6,0
2628,2627,1,982
2628,2627,2,3331
2628,2627,3,0
2628,2627,4,3404
2628,2627,5,96
2628,2627,6,0
2628,2628,1,0
2628,2628,2,0
2628,2628,3,0
2628,2628,4,0
2628,2628,5,0
2628,2628,6,0
2628,2629,1,243
2628,2629,2,826
2628,2629,3,0
2628,2629,4,845
2628,2629,5,24
2628,2629,6,0
2628,3000,1,121
2628,3000,2,410
2628,3000,3,0
2628,3000,4,419
2628,3000,5,11
2628,3000,6,0
2629,1001,1,0
2629,1001,2,0
2629,1001,3,0
2629,1001,4,0
2629,1001,5,0
2629,1001,6,0
2629,1002,1,0
2629,1002,2,0
2629,1002,3,0
2629,1002,4,0
2629,1002,5,0
2629,1002,6,0
2629,1003,1,0
2629,1003,2,0
2629,1003,3,0
2629,1003,4,0
2629,1003,5,0
2629,1003,6,0
2629,1004,1,0
2629,1004,2,0
2629,1004,3,0
2629,1004,4,0
2629,1004,5,0
2629,1004,6,0
2629,1005,1,84
2629,1005,2,319
2629,1005,3,0
2629,1005,4,125
2629,1005,5,0
2629,1005,6,0
2629,1006,1,0
2629,1006,2,0
2629,1006,3,0
2629,1006,4,0
2629,1006,5,0
2629,1006,6,0
2629,1007,1,0
2629,1007,2,0
2629,1007,3,0
2629,1007,4,0
2629,1007,5,0
2629,1007,6,0
2629,2611,1,1
2629,2611,2,5
2629,2611,3,0
2629,2611,4,2
2629,2611,5,0
2629,2611,6,0
2629,2612,1,0
2629,2612,2,2
2629,2612,3,0
2629,2612,4,1
2629,2612,5,0
2629,2612,6,0
2629,2613,1,1
2629,2613,2,5
2629,2613,3,0
2629,2613,4,2
2629,2613,5,0
2629,2613,6,0
2629,2614,1,0
2629,2614,2,0
2629,2614,3,0
2629,2614,4,0
2629,2614,5,0
2629,2614,6,0
2629,2616,1,0
2629,2616,2,0
2629,2616,3,0
2629,2616,4,0
2629,2616,5,0
2629,2616,6,0
2629,2622,1,5
2629,2622,2,21
2629,2622,3,0
2629,2622,4,8
2629,2622,5,0
2629,2622,6,0
2629,2623,1,16
2629,2623,2,60
2629,2623,3,0
2629,2623,4,23
2629,2623,5,0
2629,2623,6,0
2629,2624,1,6
2629,2624,2,25
2629,2624,3,0
2629,2624,4,9
2629,2624,5,0
2629,2624,6,0
2629,2625,1,2
2629,2625,2,10
2629,2625,3,0
2629,2625,4,4
2629,2625,5,0
2629,2625,6,0
2629,2626,1,1
2629,2626,2,6
2629,2626,3,0
2629,2626,4,2
2629,2626,5,0
2629,2626,6,0
2629,2627,1,15
2629,2627,2,57
2629,2627,3,0
2629,2627,4,22
2629,2627,5,0
2629,2627,6,0
2629,2628,1,13
2629,2628,2,51
2629,2628,3,0
2629,2628,4,20
2629,2628,5,0
2629,2628,6,0
2629,2629,1,0
2629,2629,2,0
2629,2629,3,0
2629,2629,4,0
2629,2629,5,0
2629,2629,6,0
2629,3000,1,0
2629,3000,2,1
2629,3000,3,0
2629,3000,4,0
2629,3000,5,0
2629,3000,6,0
3000,1001,1,19
3000,1001,2,123
3000,1001,3,0
3000,1001,4,115
3000,1001,5,2
3000,1001,6,0
3000,1002,1,1
3000,1002,2,7
3000,1002,3,0
3000,1002,4,7
3000,1002,5,0
3000,1002,6,0
3000,1003,1,5
3000,1003,2,36
3000,1003,3,0
3000,1003,4,33
3000,1003,5,0
3000,1003,6,0
3000,1004,1,1
3000,1004,2,11
3000,1004,3,0
3000,1004,4,10
3000,1004,5,0
3000,1004,6,0
3000,1005,1,3
3000,1005,2,23
3000,1005,3,0
3000,1005,4,22
3000,1005,5,0
3000,1005,6,0
3000,1006,1,0
3000,1006,2,0
3000,1006,3,0
3000,1006,4,0
3000,1006,5,0
3000,1006,6,0
3000,1007,1,0
3000,1007,2,3
3000,1007,3,0
3000,1007,4,2
3000,1007,5,0
3000,1007,6,0
3000,2611,1,291
3000,2611,2,1813
3000,2611,3,0
3000,2611,4,1691
3000,2611,5,41
3000,2611,6,0
3000,2612,1,24
3000,2612,2,151
3000,2612,3,0
3000,2612,4,141
3000,2612,5,3
3000,2612,6,0
3000,2613,1,332
3000,2613,2,2069
3000,2613,3,0
3000,2613,4,1930
3000,2613,5,47
3000,2613,6,0
3000,2614,1,51
3000,2614,2,317
3000,2614,3,0
3000,2614,4,296
3000,2614,5,7
3000,2614,6,0
3000,2616,1,0
3000,2616,2,0
3000,2616,3,0
3000,2616,4,0
3000,2616,5,0
3000,2616,6,0
3000,2622,1,4
3000,2622,2,25
3000,2622,3,0
3000,2622,4,23
3000,2622,5,0
3000,2622,6,0
3000,2623,1,8
3000,2623,2,50
3000,2623,3,0
3000,2623,4,47
3000,2623,5,1
3000,2623,6,0
3000,2624,1,78
3000,2624,2,490
3000,2624,3,0
3000,2624,4,457
3000,2624,5,11
3000,2624,6,0
3000,2625,1,41
3000,2625,2,260
3000,2625,3,0
3000,2625,4,243
3000,2625,5,5
3000,2625,6,0
3000,2626,1,1
3000,2626,2,6
3000,2626,3,0
3000,2626,4,5
3000,2626,5,0
3000,2626,6,0
3000,2627,1,29
3000,2627,2,185
3000,2627,3,0
3000,2627,4,172
3000,2627,5,4
3000,2627,6,0
3000,2628,1,37
3000,2628,2,235
3000,2628,3,0
3000,2628,4,219
3000,2628,5,5
3000,2628,6,0
3000,2629,1,1
3000,2629,2,9
3000,2629,3,0
3000,2629,4,8
3000,2629,5,0
3000,2629,6,0
3000,3000,1,0
3000,3000,2,0
3000,3000,3,0
3000,3000,4,0
3000,3000,5,0
3000,3000,6,0
